text,label
The survival rate for COVID-19 is 98.54% in the UK.,false
The body produces more cortisol when someone is wearing masks.,false
WHO has banned autopsies of people killed by COVID-19.,false
"“A lot of people can get an additional $2,400” from the CARES Act “and they can do it every month!”",false
Photo shows empty COVID-19’s service room at the Military Police Central Hospital in Rio de Janeiro.,false
Substances present in the boldo and in the quina plant treat COVID-19.,false
Video shows a paramilitary force unit taking charge in Mumbai to control the lockdown situation.,false
Popular Indian film actor John Abraham was caught violating lockdown while roaming in his Lamborghini.,false
Image of worn-out feet with blisters shows the plight of a woman migrant worker in the lockdown.,false
High dosage of Vitamin D is found to be effective as a cure or prevention measure for COVID-19.,false
Povidone Iodine is found to be effective in preventing COVID-19 infection.,false
US President Donald Trump tested positive for COVID-19.,false
Migrant labourers stuck at the Delhi-Uttar Pradesh border as they try to return home.,false
India’s main opposition party (Congress) general secretary Priyanka Gandhi arranged 1000 buses to take home the migrants stuck in the state of Uttar Pradesh.,false
A Rohingya Muslim was terrified thinking a doctor had placed a gun on his head when the doctor was actually doing a thermal scan using a machine.,false
Portuguese university discovered the cure for COVID-19.,false
Venezuela has the lowest rate of COVID-19 cases from Antarctica to the North Pole.,false
Priyanka Gandhi has started buses to help migrants travel during the COVID-19 lockdown.,false
Multiple allegations on the bill drafted to Turkish congress named H.R. 6666.,false
A photo of a queue of buses in India has been shared thousands of times on Facebook and Twitter alongside a claim they were organised by a leading opposition politician to transport migrant workers who were left stranded after a nationwide coronavirus lockdown.,false
President Donald Trump “cancelled” the U.S. House bill on contract tracing and “expelled WHO.”,false
The UN is asking for help from Donald Trump for serious human rights violations in Italy during the management of the COVID-19 pandemic.,false
"Video of leopard roaming on road during lockdown is from Delhi, India.",false
Claim that President Donald Trump is trying to make $451 billion in Medicare cuts “in the middle of a deadly pandemic.”,false
Daughter of Santander’s CEO in Portugal shared a message about her father’s death from COVID-19.,false
São Paulo’s governor João Doria ordered a recall of chloroquine and hydroxychloroquine from dugstores.,false
There are no antibiotics to cure the coronavirus.,false
"“The new Dane County lockdown policy… (has) effectively killed Badger football, hockey, and basketball for 2020.”",false
Travel in public transport in Kyiv will rise after the lockdown is lifted.,false
Renowned cardiac surgeon Dr Devi Shetty has issued a list of 22 suggestions to be followed for one year to protect oneself against coronavirus.,false
Family of poor migrant commited suicide during lockdown in India.,false
Bill Gates spreads viruses to profit on vaccines.,false
ID2020 is a criminal experiment. Elon Musk is responsible for making everyone wearing masks. The coronavirus was drawn in the computer program.,false
Articles shared thousands of times on Facebook and Twitter claim Rwandan President Paul Kagame censured the World Health Organization (WHO) for rejecting a herbal tonic touted by the Madagascan government as a cure for COVID-19.,false
"South Sudan’s president and senior ministers have appeared in public in recent weeks wearing so-called “virus removal cards”, clip-on tags marketed as prevention against infectious diseases. AFP Fact Check found the items for sale online in various countries, including Lebanon, Malaysia and the Philippines.",false
"The Algerian President, Abdel Majid Taboun, awarded the National Order of Merit to the family of the martyr doctor Wafaa Boudissa, and her name was given to a hospital in the country.",false
"A Jordanian health minister testifies before the millions, telling the world the truth about Covid-19.",false
The World Health Organization shockes the world: alcohol does not kill the virus!,false
"A man sells snacks to Covid-19 patients in Ibn Zahr Hospital in Marrakech, without respecting health safety conditions.",false
Social media posts claim that actors were caught in the act staging fake COVID-19 cases.,false
A video from Portugal proves that there are no deaths due to COVID-19. In the coffin of an alleged victim there were only sand and rocks not a body.,false
Morgan Freeman says wearing facemasks is an experiment to identify the followers; a photo meme circulating on social media alleging that to be actor’s stance on facemasks during the pandemic,false
"A video shows health workers turning their back in protest as an official car passes. Supposedly as if it were a protest against the Minister of Health of Spain, Salvador Illa or against the Minister of Equality Irene Montero at the Gregorio Marañón hospital.",false
Coronavirus remains in the throat for 4 days.,false
"A study states that people with blood type A are more vulnerable to get infected COVID-19, therefore those from this blood group need more protection.",false
A national radio claimed that the mayor of a municipality in Guatemala reported about 600 new cases of COVID-19.,false
Video shows thousands of migrants gathered near Uttar Pradesh state Border violating social distancing.,false
Video of migrants in a overcrowded train from Mumbai to West Bengal on 10 May 2020 amid COVID-19 social distancing restrictictions.,false
Viral message showing roadmap to ease restrictions during COVID-19 is from India.,false
Chinese scientist who asked for the closure of Wuhan warned that the COVID-19 virus mutates every month.,false
Bill Gates is doing “population control” with the coronavirus vaccine.,false
Cannabis may prevent coronavirus from entering the body.,false
The World Health Organization (WHO) said that no vegetarian has contracted COVID-19.,false
Children in Oregon may be taken away if their parent or legal guardian tests positive for COVID-19.,false
The video shows people celebrating the end of Saudi Arabia’s coronavirus lockdown.,false
"A video shows an evangelical pastor offering an invisible spiritual mask against COVID-19, H1N1 and HIV.",false
"STF, Brazil’s Supreme Court, forbade military hospitals to treat civilian COVID-19 patients. Five political parties opposed to Bolsonaro made the request.",false
"A photo of a pile of money. On the caption, it is stated that this money was meant to fund temporary hospitals in Rio, but it was stolen by an aide of governor Wilson Witzel.",false
"A photo of an empty hospital room. On the caption, it says that this used to be an “isolation room” for COVID-19 patients at the HCPM Hospital, in Rio. It says, also, there was now only one COVID-19 case in this hospital.",false
"Humans are getting sick because the “bioengineered” coronavirus in one’s body is reacting to 5G, and a coronavirus vaccine “with an RFID chip” will be introduced as the cure for the disease, called “mark of the beast.”",false
New evidence shows wearing a face mask can help coronavirus enter the brain and pose more health risk.,false
"Tasuku Honjo, a medicine nobel prize winner, said that COVID-19 is a synthetic virus that was made in china",false
Claim that Fox news said that Trump tested positive for COVID-19.,false
"Switzerland banned vaccination and someone named “Father Escobar” said that through vaccination, “Satan inserts a code into a human body.”",false
"A video shot in Lugano (Switzerland) on May 15, 2020, where people are not wearing no masks or PPI. The video would confirm that the new coronavirus is not lethal.",false
Myanmar traditional medicine can cure the coronavirus.,false
A picture claiming that the UN would have accused the Italian government of “violating human rights” during the COVID-19 lockdown.,false
A new virus in tomatoes is more dangerous than the novel coronavirus.,false
Photo of an Indonesian plane full of passengers while it’s forbidden to take a flight home at the moment.,false
"Video of West Sumatra residents, in Indonesia, throwing off Chinese tourists and burning their belongings during the COVID-19 pandemic.",false
Brazilian states receive federal funding for each death from COVID-19 registered.,false
A traditional medicine from Myanmar was found to be effective in curing or preventing COVID-19.,false
Letter issued from the Sri Lankan Ministry of Defense stating that there will be a pay cut from the May month’s salary of Armed forces based on the request letter from President’s Secretary.,false
"Deputy Inspector General Ajith Rohana has received his daughter who arrived from Kiev to Colombo, Sri Lanka, from airport runway and taken her home neglecting the quarantine measures.",false
Video shows migrant workers raising “long live Pakistan” slogans when returning their home state during lockdown.,false
Image shows long queue of buses of migrants that were denied permission to enter Uttar Pradesh by the state government.,false
French government changed the law as to prevent citizens from suing it for its mistakes during the COVID-19 outbreak.,false
People in the city of Mumbai were raising “Pakistan Zindabad” slogans in front of a political party member Abu Azmi.,false
A Rohingya Muslim believes that the thermal scanner for testing COVID-19 is a gun that is being pulled at him.,false
A post says that the flu vaccine increases the risk of being infected with COVID-19.,false
Twitter posts accuse Dutch government ministers of flaunting social distancing rules.,false
Reopening schools has caused a flareup of contaminations in France.,false
"Dolores Cahill in Computing Forever interview claims that taking vitamins C and D as well as zinc boosts the immune system against COVID-19, that hydroxychloroquine has been proven effective against COVID-19, and that COVID-19 patients who recover are immune for life, among others.",false
The prolonged use of masks can cause hypoxia.,false
"There was never any masks shortage in France, and this topic was absent from public debate in January, February, and even March, according to French president Emmanuel Macron.",false
An article claims that a nearly $50 million United Nations humanitarian aid package to Ecuador is conditional on the South American country legalizing abortions.,false
"A video showing hundreds of frogs being sold from the back of a truck has been viewed tens of thousands of times in multiple posts on Facebook, Twitter and YouTube alongside a claim that it was taken in China after the country lifted its coronavirus lockdown.",false
Two photos have been shared thousands of times in multiple Facebook posts which claim that Kawasaki disease is spreading among babies during the coronavirus pandemic.,false
Photos of Australian $10 banknotes have been shared multiple times on Facebook and Twitter alongside a claim that the note features images representing coronavirus and the billionaire philanthropist Bill Gates.,false
A video shows the situation in the Indian slum being extremely acute. No COVID-19 tests nor genuine figures are available there.,false
A video in Facebook claims that drinking seawater helps to prevent COVID-19 contagion.,false
The coronavirus sticks faster on men with shaved heads or recently shaved heads.,false
"“While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”",false
Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”,false
"Image showing crowds gathering in Wadowice, Poland, to celebrate 100th birthday of John Paul II, breaking the social distancing rules.",false
Video showing “COV-19” writings on a piece of equipment installed in 5G towers in United Kingdom.,false
The police joined a demonstration in the German city of Dresden against the coronavirus rules.,false
COVID-19 deaths in Lombardy are due to flu vaccines.,false
An Italian politician says that according to the science journal Nature the vaccine against COVID-19 is not needed because the virus changes rapidly.,false
"300 Monks found positive to COVID-19 in Jaipur, India.",false
Influenza and coronavirus vaccines are more likely to cause upper respiratory tract infections. All COVID-19 tests shows positive result.,false
Vitamin D Supplements prevent health problems after coronavirus infection.,false
Face masks cause COVID-19 infection in the brain.,false
"UV-C lamps can kill 99.99% of all bacteria, viruses, and mold on any surface in ten seconds, yet is 100% safe for humans and pets.",false
The salt wáter of beaches and chlorine used in swimming pools could stop COVID-19.,false
German doctor Gérard Krause says lockdown measures kill more than coronavírus itself.,false
"Herbal tea made of malunggay and kamias leaves is a cure for COVID-19, the disease caused by the novel coronavirus.",false
Indian government has created a roadmap to ease COVID-19 restrictions in five phases through a three-week review process.,false
Footage of a large crowd has been shared in multiple Facebook posts claiming to show migrant workers who were stopped at the Delhi-Uttar Pradesh state border during India’s nationwide COVID-19 lockdown in May 2020.,false
"United States and China bribed Madagascan President Andry Rajoelina to poison COVID-Organics, a remedy devised by Madagascan researchers against COVID-19.",false
"Tanzania has reported 16,467 COVID-19 cases, 1,293 deaths, and 118 recoveries as of May 18.",false
"A mixture of lemon, ginger, and hot water can cure COVID-19.",false
"Northern Ireland was testing for COVID-19 at a rate 10 times that of Scotland, reported on 9 May 2020.",false
"A private plane is carrying Nabila Obaid and Nadia El-Gendy, who have remained in Beirut due to the novel coronavirus crisis.",false
Indian government has created a roadmap to ease COVID-19 restrictions in five phases through a three-week review process.,false
Illegal immigrants are strolling around the country; however Bosnia-Herzegovina citizens with dual citizenship are deprived from entering the country,false
Migrants are beating people up for money in Delhi.,false
The Indian government is not providing food to migrants. They are eating leftovers.,false
A post that shows the level of radioactivity of 5G antennas in Argentina.,false
Argentinian doctor Mühlberger has the cure against COVID-19,false
Video shows doctors and nurses turning their back to the Health ministry of Spain as he arrives to a Hospital.,false
"The water in Botafogo’s beach in Rio de Janeiro, Brazil, is clear and clean because of quarantine.",false
WHO announced that Alcohol doesn’t kill the corona virus.,false
"The new coronavirus causes thrombosis, not pneumonia.",false
A migrant travelling home amidst the coronavirus lockdown was eating food thrown on railway tracks because the ruling party BJP had not made arrangments for the hungry migrants walking their way to their homes.,false
"A video shot in Belgium where a team of healthcare professionals turns its back to a black car that is passing between them, allegedly as a form of protest against the “COVID-19 hoax”.",false
"Italian MP Sara Cunial says Bill Gates kills people with vaccines and “terminator” seeds, and that he is behind the COVID-19 pandemic.",false
Multiple Facebook and Twitter posts shared hundreds of times claim the Australian state of Western Australia has recently passed a “COVID-19 Emergency Powers Act” that authorises forcible medical examination and vaccination in schools.,false
A video shows a police woman threatening to use her weapon against people demonstrating against the coronavirus rules in Germany.,false
Bill Gates and Microsoft have patented a cryptocurrency from Satan (666) and a microchip tattooed to control humans. The microchip would be inserted with coronavirus vaccines.,false
Madagascar president announced that WHO tried to bribe him to poison his miracelous treatment for COVID-19.,false
"Multiple posts shared repeatedly on Facebook and Twitter claim that seven countries, including the United States, Spain, Italy and the United Kingdom, have “survival rates” of more than 99.9 percent for people who contract the novel coronavirus.",false
The coronavirus is not a virus but a bacterium.,false
Chlorine dioxide cures COVID-19.,false
"A Facebook post shared thousands of times claims that Russian President Vladimir Putin ordered Covid-Organics, a herbal drink touted by Madagascan President Andry Rajoelina as a cure for COVID-19. The post claims that Putin urged Africans “not to follow” the World Health Organization (WHO), which has warned against untested traditional medicine.",false
A video of a nurse shared thousands of times on Facebook during the coronavirus pandemic warns the public against continuously wearing face masks.,false
There is no excess mortality in Germany according to the official data of the Office for Statistics.,false
"The Tunisian President, Qais Said, has ordered the dispatch of a medical delegation to Algeria to help it fight Coved-19.",false
"Video depicts how the Chinese continue to eat frogs, although it was the eating of wild animals that caused the creation of the corunavirus.",false
American scientist Judy Mykowitz exposes facts about the US administration regarding coronavirus and accuses the US military of fabricating it in conjunction with the Wuhan Chinese laboratory.,false
The WHO recommended completely “unspecific” tests for SARS-CoV-2.,false
"According to a study conducted by the American Pentagon, everyone who has received the influenza vaccine are 36% more likely to get infected by SARS-CoV-2.",false
5G networks worsen the COVID-19 spread.,false
Migrant labourers are being denied entry in Uttar Pradesh by the UP government.,false
An unidentified virus that has affected the tomato crop in Maharashtra is a deadly form of coronavirus.,false
"During the protest in the Salamanca district in Madrid, people sang ‘Bella ciao’.",false
90 percent of violence against women calls to 911 in Mexico are not true.,false
The “Plandemic” video that talks about the new coronavirus.,false
"An image of the Minister of Education and Vocational Training of Spain, Isabel Celaá, in which she wears a mask and, in a folder she holds with her hand, you can see wrappers of the free face masks of the Community of Madrid. The message that accompanies the photo states: “Thank goodness that Isabel Díaz Ayuso’s masks are not recommended, thank goodness …”",false
"An image in which you see members of the Government, including President Pedro Sánchez, speaking in a ‘circle’ without respecting social distance.",false
CCTV footage shows a robbery happened in Mumbai amid COVID-19 lockdown.,false
"Video shows a huge crowd of migrant workers gathered in Surat, India due to lockdown.",false
"Archbishop of Colombo, Sri Lanka, Cardinal Malcom Ranjith filed a FR petition challenging the cremation of Catholics, who succumbed due to COVID-19.",false
"Image of a pristine waterfall claimed to be Kithulgala in Sri Lanka, inviting travel enthusiasts to visit the location, once the COVID-19 security measures eases out.",false
A Facebook page of the Philippines social welfare department posted a tentative schedule of the second wave of aid distribution for low-income families affected by the community quarantine during the COVID-19 pandemic.,false
Claim that the Jordanian Health minister says COVID-19 is a conspiracy in a video.,false
"COVID-19 is a man made virus, according to the video “Plandemic”.",false
A photo showing rows of passengers wearing face masks and shields on board a plane has been shared hundreds of times in multiple posts on Facebook alongside a claim it was taken in Indonesia during the coronavirus pandemic.,false
A photo showing rows of passengers wearing face masks and shields on board a plane has been shared hundreds of times in multiple posts on Facebook alongside a claim it was taken in Indonesia during the coronavirus pandemic.,false
Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,false
Video shows fight between inspectors and population over social isolation measures in Brazil.,false
Left-wing parties in Brazil asked the Supreme Court to prevent the Army from making beds at the Military Hospital available for people with COVID-19.,false
"Photo shows former brazilian Health Minister Luiz Henrique Mandetta shaking hands with the governor of the state of Pará without masks, which shows that the pandemic is a scam.",false
WHO officially recognized artemisia as a treatment for COVID-19.,false
Madagascar left the World Health Organization.,false
"This picture show the young, pregnant doctor who died from COVID-19 in Algeria.",false
Multiple Facebook posts shared hundreds of times claim China and Japan have re-entered a strict coronavirus lockdown in mid-May 2020 following a “second wave” of the virus. The posts were shared as a “breaking news” alert on May 16.,false
"A video has been viewed thousands of times in multiple posts on Facebook, Twitter and YouTube in May 2020 alongside a claim it shows crows “coming to Texas” after “attacking Wuhan, China”. The posts were shared as countries worldwide continue to fight the spread of the novel coronavirus, which was first detected in Wuhan in December 2019.",false
Madagascar President Andry Rajoelina said that the World Health Organization (WHO) offered him $20 million to put toxins in their coronavirus remedy.,false
"A photo of a petri bowl with germs is shared on Facebook with the claim that the bacteria are from a used face medical mask and show that wearing it is dangerous; you get breathing problems, skin problems or a sty at the eyelid.",false
The flu didn’t kill any Americans this year.,false
"Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave.",false
Some websites claimed that Madagascar quit the World Health Organisation (WHO) and has been offered 20 million dollars by the WHO to kill their Covid-Organics cure.,false
"The video shows lockdown violation, Muslims offering namaz on roadside.",false
"Ethiopia reports 2144 new infections with the novel coronavirus, bringing the total number to 63,000.",false
Two American doctors demonstated through a scientific study that COVID-19 is a very simple disease that does not warrant the extreme public safety measures that have been employed worldwide.,false
Steam therapy cures the coronavirus.,false
One out of three Dutch people is experiencing psychological issues because of the coronavirus crisis.,false
Drinking alcohol can help fight coronavirus.,false
The coronavirus is an exosome related with 5G.,false
"Italy’s Ministry of Health has discovered that COVID-19 deaths are caused by a bacteria, not by the novel coronavirus.",false
"A video shows healthcare professionals in a hospital displaying hopeful message. The caption states the video was filmed at Moinhos de Vento Hospital, in Porto Alegre, Brazil, and that they managed to cure all the COVID-19 patients in their ICU and were, thus, celebrating.",false
"The official Brazilial Civil Registry has showed that the total number of deaths in April decreased, instead of increased, between 2019 and 2020, during the COVID-19 pandemic.",false
Picture shows Bill Gates and White House health advisor Dr Anthony Fauci violating social distancing norms and not wearing masks.,false
"According to Alibaba Group co-founder Jack Ma, 2020 is the year of staying alive and not a time to “dream or plan”.",false
Universal use of masks reduce coronavirus spread by 98.5%.,false
Migrants in Mumbai robbed and killed a man for money due to the lockdown.,false
A video of an overcrowded Shramik train claimed to be from Mumbai travelling to West Bengal.,false
A leopard was seen in Mumbai due to the lockdown and a lesser number of vehicles.,false
Video shows a toxic insect attack in India during the COVID-19 pandemic.,false
Video shows statues in India disposed because they cannot be saved from COVID-19.,false
Video of Islamic Ulema in Indonesia forced to get COVID-19 vaccine Injected.,false
This photograph of corpses is related to the coronavirus in Spain.,false
The image of a police sign banning Spanish flags.,false
A photo of a demonstration where we can see a woman and her maid is shared as if it was a protest in Madrid against the government.,false
"The headline claims that the Macedonian Minister of Health, Venko Filipce, after a party order of the President of SDSM, Zoran Zaev, prepared a protocol for the election campaign in the middle of the coronavirus crisis.",false
"A Facebook post blames China as the source of a series of deadly viruses, including COVID-19, that have spread around the world since 1957.",false
"The front page of a 1962 issues of “La Domenica del Corriere”, showing people moving around on small vehicles with a glass protection. The illustration would allegedly have predicted coronavirus and the social distacing measures adopted to stop the pandemic.",false
An image of corpses in plastic bags in a morgue is claimed to be from Spain during the coronavirus crisis.,false
A video of street play showing Muslims responsible for spreading coronavirus.,false
Muslims offering Namaz on road side during the lockdown in India.,false
Flu shots can make someone test positive for COVID-19.,false
Switzerland has banned vaccination.,false
Video shows a huge crowd of migrant workers gathered in Maharashtra amid COVID-19 lockdown.,false
Image of worn-out feet/sole of migrant workers walking on streets in India amis COVID-19 Lockdown.,false
"Serbian president Aleksandar Vucic claimed that in proportion to the number of citizens, Serbia is eight country in Europe by number individuals tested for coronavirus.",false
Video shows Dr. Anthony Fauci advising the public not to wear face masks to prevent spreading or being infected by the coronavirus.,false
"5g antennas were installed in Cali, Colombia, during quarantine.",false
Migrant labourers are killing people in Delhi due to coronavirus lockdown.,false
Claim that Dr. Fauci said every American should be microchipped.,false
The novel coronavirus was “man-made.”,false
A video of a man who passes out on the street and is then transferred by ambulance that was claimed to be from Nicaragua.,false
A post says that there were no cases of COVID-19 in Beijing and Shanghai.,false
A post claims that a virologist said in a television programme that the mortality rate of the new coronavirus is now 0.1%.,false
A video allegedly shows Odessa (Ukraine) riot police refusing to restrain citizens protesting the lockdown.,false
Candace Owens claimed that the U.S. is not losing “tons more lives” in 2020 compared to 2019 and that the “increase [in mortality in 2020 is] virtually non-existent”.,false
"In this video, italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment.",false
A photo of a purported notice announcing that people who were unable to take the Philippine government’s civil service exam due to the COVID-19 pandemic will automatically receive a passing mark has been shared hundreds of times in multiple Facebook posts.,false
"A Facebook post shared 10,000 times claims no Americans died from the flu in 2020, suggesting that the national count of COVID-19 fatalities is exaggerated.",false
"Backriding in motorcycles is now allowed in the Philippines, where all areas are currently under some form of quarantine.",false
“Italian Parliament Calls For The Arrest of Bill Gates”,false
Posts and videos on Facebook say drinking or inhaling seawater prevents COVID-19.,false
Multiple Facebook and Twitter posts shared thousands of times in May 2020 claim anyone in New Zealand who refuses to use a coronavirus contact tracing app has been banned from entering shops during the COVID-19 pandemic.,false
Leader of Polish ruling party PiS Jaroslaw Kaczynski is planning to legalize marijuana due to coronavirus economic crisis.,false
There is 5G equipment labeled “COV-19”.,false
"A meme on Facebook claims that when you wear a mask you inhale too much CO2 and less oxygen, increasing the risk of a lung disease. Furthermore, the mask gets full of bacteria and can’t hold back viruses.",false
Alcohol gel bottles can explode in a hot car.,false
Muslims are violating the ongoing lockdown norms which prohibits religious gatherings.,false
Posts shared thousands of times on social media list a number of adverse health effects linked to wearing face masks.,false
A photo of a Pakistani provincial chief minister has been shared thousands of times in multiple Facebook posts in May 2020 alongside a claim that it shows him violating social distancing rules during the coronavirus pandemic.,false
Medical masks and gloves are incredibly harmful.,false
"Ummy Mwalimu, Tanzania’s Minister for Health, has tested positive for coronavirus.",false
Human testing of a COVID-19 vaccine is currently being conducted in Kenya.,false
"President of the United States of America, Donald Trump, tested positive for COVID-19.",false
Facebook posts shared hundreds of times claim that Madagascar’s President Andry Rajoelina called on African nations to leave the World Health Organization (WHO).,false
Facebook posts shared thousands of times claim that people in Lesotho are “immune” to COVID-19 because the country apparently created a remedy for the disease.,false
Parrots eating from rice bag due to lockdown.,false
Coronavirus does not affect people with ‘O+’ blood type.,false
"Workers who worked from 1990 to 2020 have the right to receive the Corona relief of INR120,000 from Ministry of Labour and Employment.",false
The Israeli Biological Institute is the first to develop an antibody to treat the novel coronavirus.,false
Stefano Montanari exposes the “truth” about coronavirus vaccination.,false
Muslims are violating the ongoing lockdown norms which prohibits religious gatherings.,false
U. S. Army’s “Extermination protocol COVID-19 capsules” for Italy were discovered,false
A viral WhatsApp image showcases a list of woud-be coronavirus infection hotspots in Ghana.,false
Muslims are violating the lockdown in India by praying in the open.,false
A woman feeding her kid in a train is a migrant in a deplorable state caused due to the lockdown.,false
Document shows COVID-19 normalization plan prepared by the Presidency of Turkey,false
Several people broke the rules of lockdown when they gathered to offer Namaaz (prayers in Muslims) in an area in the city of Delhi.,false
"Vila Formosa’s cemitery in São Paulo, Brazil, is opening graves to cause panic on population, but there are no burials. The graves remain open.",false
Boldo tea prevents COVID-19.,false
"Former Brazilian Minister of Health, Luiz Henrique Mandetta, appointed Tamiflu for patients with COVID-19, which would increase mortality by 50%",false
The Colombian president annonced the extension of the lockdown.,false
Mask made of copper oxide can be more effective to avoid COVID-19.,false
Boldo tea can cure COVID-19 in three hours.,false
Carrefour is offering a R$ 300 voucher for families in need during the COVID-19 crisis.,false
"A picture of a mansion. The caption says that João Doria, governor of São Paulo, wants you to be at home because he lives in this house.",false
"Video representing the plight of migrant workers in India during the current lockdown, where a woman with infant had to travel while sitting on the coupler between train bogies.",false
Video showing a overcrowded Sharmik trains operated by the government of India for the travel of stranded migrant labourers during the current lockdown.,false
"Video showing people flouting lockdown rules in West Bengal, India.",false
Photo showing the wounds on the feet of migrant labourers who had to travel all the way to their native places by foot due to the lockdown restrictions in India.,false
The headline of the article claims that Macedonia has three times more active coronavirus patients than China.,false
Group immunity will not be achieved soon according to an audio message circulating in Mexico.,false
Research proves that commercial mouthwash could protect against COVID-19.,false
Telecommunications worker exposed circuit boards being installed in 5G towers bearing markings that read “COV-19”.,false
"The President of Argentina, Alberto Fernández, published a book stating that he has “the need for a poorer and more primitive, but more egalitarian society”.",false
"The Head of Government of the City of Buenos Aires, Horacio Rodríguez Larreta said: “With Macri half a country was going to die, this government knows how to do things well”.",false
A video (already removed from YouTube) in which a woman named Pilar Baselga assures that the Carlos III Health Institute of Madrid has said in a report that the SARS-CoV-2 coronavirus pandemic has ended.,false
The Spanish Police acts to sanction citizens on the street for carrying a Spanish flag or for protesting against the Government with a saucepan.,false
"If These 10 States Beat Covid, India Can Win, PM Tells Chief Ministers",true
Google launches new global Covid-19 map for journalists,true
"How to make COVID vaccine at home' was the second most searched Google 
query last month!",true
"Pranab Mukherjee, a man of all seasons",true
"‘How to make COVID vaccine at home’ among the most searched queries on 
Google",true
"Covid-19: Over 15 lakh patients cured in India so far after highest-ever 
54,588 in a day",true
"Privacy vs effectiveness: The challenges of developing coronavirus 
contact-tracing apps",true
"Coronavirus Updates: AIIMS panel gives nod for human clinical trials of 
indigenous vaccine candidate COVAXIN",true
"Russia becomes first country to approve a COVID-19 vaccine, says Vladimir 
Putin",true
"COVID-19 vaccine: Serum Institute's Adar Poonawalla says India to have 
vaccine by December",true
"Economic activities start to peter out after early signs of revival, shows 
Apple, Google data",true
‘Community spread has started and the situation is bad’: IMA Chairman,true
"Covid-19 impact: Google employees told they can work from home till 
mid-2021 in India, globally",true
"Google Announces New Initiative to Help Students With Remote Learning Tools 
Amid Covid-19 Crisis",true
Mobile App Stores Market Research with COVID-19 | Google ...,true
"Largest human trial of Indias coronavirus vaccine to begin at Delhi AIIMS 
from Monday",true
"Explained: To what extent did the Covid-19 lockdown affect global 
temperatures?",true
Covid-19: What you need to know today,true
"As #COVID-19 drives action on obesity, could 'soda taxes ...",true
"Texas Has Too Many Cases to Reopen, Governor Warns",true
"India’s Covid-19 case fatality rate ‘progressively falling’, among lowest 
in world: Govt",true
"Trending News: Covid-19 Impact On Virtual and Augmented Reality Market Key 
Vendor, Landscape Overview, Drivers And Regional Analysis By 2026 | Google, 
Samsung Electronics, Microsoft Corporation, Sony Interactive Entertainment",true
"Nokia Phone Maker HMD Global Secures $230 Million Investment From Google, 
Others",true
"Mozilla Lays Off Nearly 250 Employees, Ceases Taipei Operations Due to 
Pandemic-Hit Revenues",true
"Coronavirus vaccine update: Good news about Oxford COVID-19 vaccine may be 
expected today, says a new report",true
"PM Modi, Google CEO Sundar Pichai discuss data security, use of AI in 
agriculture",true
Google to stop ad money from reaching fake Covid-19 conspiracy theorists,true
Google Coronavirus Apps Give it Way to Access Location Data,true
"Karnataka Bengaluru Coronavirus July 17 Highlights: BBMP directs city 
burial grounds to accept dead bodies irrespective of location",true
Cloud is a $3–4 bn opportunity in India & Covid is going to ...,true
"Google Contributes $39.5 Million in Funding to More than 5,600 News 
Publishers Amid Covid-19 Crisis",true
"Oxford COVID vaccine likely to hit Indian market by early 2021: Serum 
Institute's CEO Poonawalla",true
Coronavirus: India's Covid-19 cases surge past one million,true
"Shivraj Singh Chouhan Tests Covid Positive, Admitted To Hospital",true
"RIL AGM: Google to invest ₹33,737 crore in Jio Platforms for 7.7% stake",true
"From Intel and Wipro to TCS and Google— Here are the top job openings in 
the multinational companies",true
Coronavirus: Bollywood actress Aishwarya Rai Bachchan in hospital,true
"PUBG Mobile Launches Running Challenge for Players to Contribute to 
COVID-19 Aid",true
"Coronavirus: New Zealand investigates freight as possible source of new 
COVID-19 outbreak",true
"Apple, Google and Sony will be critical to MLB season shortened by 
coronavirus",true
"Explainer: Why Google and Facebook are investing in Mukesh Ambani’s 
Reliance Jio",true
Coronavirus: Face masks and coverings to be compulsory in England's shops,true
How does COVIDSafe compare to Europe's contact tracing apps?,true
Coronavirus UK map: the latest deaths and confirmed Covid cases,true
"Coronavirus: Six types of COVID-19 identified by scientists in 'major' 
breakthrough for treatment",true
"Google News To Soon Highlight Regional COVID-19 Information From Local 
Publishers",true
Google’s Covid-19 experience in Google News: All you need to know,true
"Alberta has most active COVID cases per capita, as some ...",true
"Coronavirus Outbreak LIVE Updates: With 118 new COVI..y in Maharashtra 
crosses 3,000-mark; toll rises to 194",true
COVID-19: Google commits $6.5 Mn to fight misinformation,true
Google Says That Searches Related To COVID-19 Have Dropped In June,true
India coronavirus numbers explained: Why cases came down on Monday,true
"Delhi health minister Satyendar Jain’s condition worsens, moved to another 
Covid-19 hospital",true
"Have Apple, Google Silently Installed COVID-19 Tracker on Your Phone? 
Here’s What You Need to Know",true
India’s first Covid-19 vaccine races to meet mid-August target,true
"Google highlights Covid-19 updates in News, Search, Assistant and Podcasts",true
